"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Lower","11 Sep 2026, 17:00","11 Sep 2026, 18:18","","Leg Extension (Machine)","","","0","warmup","50","10","","",""
"Lower","11 Sep 2026, 17:00","11 Sep 2026, 18:18","","Leg Extension (Machine)","","","1","normal","100","7","","",""
"Lower","11 Sep 2026, 17:00","11 Sep 2026, 18:18","","Leg Extension (Machine)","","","2","normal","100","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Smith Machine Incline Bench","","","0","warmup","80","10","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Smith Machine Incline Bench","","","1","normal","120","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Smith Machine Incline Bench","","","2","normal","120","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Machine Chest Fly","","","0","normal","100","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Machine Chest Fly","","","1","normal","100","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Lat Pulldown (Cable)","","","0","warmup","60","10","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Lat Pulldown (Cable)","","","1","normal","120","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Wide Grip Seated Cable Row","","","0","normal","110","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Wide Grip Seated Cable Row","","","1","normal","110","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Shoulder Press (Machine)","","","0","normal","90","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Lateral Raise (Dumbbell)","","","0","normal","20","9","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Lateral Raise (Dumbbell)","","","1","normal","20","9","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Preacher Curl (Barbell)","","","0","warmup","30","10","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Preacher Curl (Barbell)","","","1","normal","50","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Preacher Curl (Barbell)","","","2","normal","50","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Hammer Curl (Dumbbell)","","","0","normal","30","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Triceps Pushdown","","","0","normal","60","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Triceps Pushdown","","","1","normal","60","7","","",""
"Upper","14 Sep 2026, 17:00","14 Sep 2026, 18:26","","Single Arm Triceps Pushdown","","","0","normal","25","9","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Smith Machine Incline Bench","","","0","warmup","80","10","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Smith Machine Incline Bench","","","1","normal","120","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Smith Machine Incline Bench","","","2","normal","120","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Machine Chest Fly","","","0","normal","100","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Machine Chest Fly","","","1","normal","100","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Lat Pulldown (Cable)","","","0","warmup","60","10","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Lat Pulldown (Cable)","","","1","normal","120","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Wide Grip Seated Cable Row","","","0","normal","110","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Wide Grip Seated Cable Row","","","1","normal","110","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Shoulder Press (Machine)","","","0","normal","90","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Lateral Raise (Dumbbell)","","","0","normal","20","9","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Lateral Raise (Dumbbell)","","","1","normal","20","9","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Preacher Curl (Barbell)","","","0","warmup","30","10","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Preacher Curl (Barbell)","","","1","normal","50","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Preacher Curl (Barbell)","","","2","normal","50","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Hammer Curl (Dumbbell)","","","0","normal","30","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Triceps Pushdown","","","0","normal","60","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Triceps Pushdown","","","1","normal","60","7","","",""
"Upper","17 Sep 2026, 17:00","17 Sep 2026, 18:26","","Single Arm Triceps Pushdown","","","0","normal","25","9","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Seated Leg Curl (Machine)","","","0","warmup","40","10","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Seated Leg Curl (Machine)","","","1","normal","90","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Seated Leg Curl (Machine)","","","2","normal","90","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Press","","","0","warmup","180","10","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Press","","","1","warmup","300","8","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Press","","","2","normal","540","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Press","","","3","normal","540","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Stiff Leg Deadlift (Barbell)","","","0","warmup","95","10","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Stiff Leg Deadlift (Barbell)","","","1","normal","135","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Stiff Leg Deadlift (Barbell)","","","2","normal","135","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Extension (Machine)","","","0","warmup","50","10","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Extension (Machine)","","","1","normal","100","7","","",""
"Lower","15 Sep 2026, 17:00","15 Sep 2026, 18:18","","Leg Extension (Machine)","","","2","normal","100","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Seated Leg Curl (Machine)","","","0","warmup","40","10","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Seated Leg Curl (Machine)","","","1","normal","90","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Seated Leg Curl (Machine)","","","2","normal","90","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Press","","","0","warmup","180","10","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Press","","","1","warmup","300","8","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Press","","","2","normal","540","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Press","","","3","normal","540","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Stiff Leg Deadlift (Barbell)","","","0","warmup","95","10","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Stiff Leg Deadlift (Barbell)","","","1","normal","135","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Stiff Leg Deadlift (Barbell)","","","2","normal","135","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Extension (Machine)","","","0","warmup","50","10","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Extension (Machine)","","","1","normal","100","7","","",""
"Lower","18 Sep 2026, 17:00","18 Sep 2026, 18:18","","Leg Extension (Machine)","","","2","normal","100","7","","",""
